product_id,quantity_on_hand,snapshot_date
E483396-000,95,2025-08-01
E477654-000,90,2025-08-01
E482980-000,50,2025-08-01
E424873-000,91,2025-08-01
E480059-000,68,2025-08-01
E481224-000,76,2025-08-01
INVALID-E475827-000,44,2025-08-01
E483996-000,88,2025-08-01
E484226-000,36,2025-08-01
E478212-000,86,2025-08-01
E462191-000,99,2025-08-01
E483913-000,67,2025-08-01
E485178-000,,2025-08-01
E465203-000,75,2025-08-01
E473970-000,54,2025-08-01
E475378-000,59,2025-08-01
E485025-000,31,2025-08-01
E487668-000,90,2025-08-01
E482978-000,55,2025-08-01
E484931-000,38,2025-08-01
E484353-000,58,2025-08-01
E479487-000,56,2025-08-01
E480971-000,89,2025-08-01
E483428-000,29,2025-08-01
E458325-000,60,2025-08-01
E485251-000,57,2025-08-01
E484047-000,45,2025-08-01
E484846-000,70,2025-08-01
E483430-000,82,2025-08-01
E484066-000,30,2025-08-01
E483576-000,,2025-08-01
E439661-000,82,2025-08-01
E483461-000,63,2025-08-01
E487277-000,72,2025-08-01
E487962-000,52,2025-08-01
E483912-000,46,2025-08-01
E464392-000,45,2025-08-01
E488734-000,45,2025-08-01
E488254-000,44,2025-08-01
E457122-000,78,2025-08-01
E484492-000,95,2025-08-01
E486141-000,72,2025-08-01
E487568-000,85,2025-08-01
E488046-000,70,2025-08-01
E486157-000,54,2025-08-01
E476997-000,,2025-08-01
E488735-000,78,2025-08-01
E487966-000,44,2025-08-01
E487574-000,63,2025-08-01
E485487-000,38,2025-08-01
E484485-000,55,2025-08-01
E457130-000,,2025-08-01
E486162-000,75,2025-08-01
E487572-000,66,2025-08-01
E457129-000,63,2025-08-01
E485071-000,68,2025-08-01
E485347-000,62,2025-08-01
E488250-000,62,2025-08-01
E485077-000,52,2025-08-01
E484778-000,77,2025-08-01
E488257-000,92,2025-08-01
E457124-000,76,2025-08-01
E488733-000,,2025-08-01
E487573-000,64,2025-08-01
E486149-000,97,2025-08-01
E484463-000,44,2025-08-01
E487992-000,99,2025-08-01
E487558-000,48,2025-08-01
E457857-000,67,2025-08-01
E487564-000,71,2025-08-01
E482773-000,68,2025-08-01
E487571-000,46,2025-08-01
E488256-000,84,2025-08-01
E487560-000,,2025-08-01
E476355-000,62,2025-08-01
E484478-000,58,2025-08-01
E485467-000,,2025-08-01
E484503-000,,2025-08-01
E488262-000,55,2025-08-01
E482971-000,61,2025-08-01
E480850-000,44,2025-08-01
E487922-000,59,2025-08-01
INVALID-E485743-000,38,2025-08-01
E488260-000,93,2025-08-01
E487570-000,89,2025-08-01
E488928-000,55,2025-08-01
E485667-000,60,2025-08-01
E487566-000,69,2025-08-01
E480414-000,73,2025-08-01
E487807-000,23,2025-08-01
E488258-000,74,2025-08-01
E455388-000,47,2025-08-01
E485223-000,39,2025-08-01
E473791-000,39,2025-08-01
E466377-000,58,2025-08-01
E457126-000,50,2025-08-01
E481413-000,44,2025-08-01
E465491-000,92,2025-08-01
E485454-000,64,2025-08-01
E475547-000,50,2025-08-01
E472520-000,65,2025-08-01
INVALID-E455365-000,71,2025-08-01
E482816-000,48,2025-08-01
E483890-000,91,2025-08-01
E468496-000,36,2025-08-01
E488197-000,70,2025-08-01
E480814-000,,2025-08-01
E482085-000,42,2025-08-01
E483970-000,63,2025-08-01
E477868-000,83,2025-08-01
E472519-000,63,2025-08-01
E488269-000,62,2025-08-01
E466168-000,,2025-08-01
E484073-000,47,2025-08-01
E457118-000,44,2025-08-01
E485446-000,77,2025-08-01
E479182-000,44,2025-08-01
E433776-000,27,2025-08-01
E487908-000,82,2025-08-01
E449753-000,52,2025-08-01
E484929-001,84,2025-08-01
E473177-000,73,2025-08-01
E484924-000,79,2025-08-01
E465761-000,61,2025-08-01
E459567-000,45,2025-08-01
E455533-000,71,2025-08-01
E483767-000,49,2025-08-01
E457111-000,78,2025-08-01
E484063-000,33,2025-08-01
E482965-000,76,2025-08-01
E482439-000,48,2025-08-01
E484853-000,75,2025-08-01
E482273-000,48,2025-08-01
E484287-000,81,2025-08-01
E484803-000,76,2025-08-01
E484717-000,81,2025-08-01
E483502-000,60,2025-08-01
E483339-000,90,2025-08-01
E478265-000,61,2025-08-01
E481633-001,39,2025-08-01
E479183-000,78,2025-08-01
E479575-000,90,2025-08-01
E480800-000,100,2025-08-01
E483732-000,77,2025-08-01
E480355-000,67,2025-08-01
E482655-000,34,2025-08-01
E483512-000,81,2025-08-01
E481727-000,72,2025-08-01
E482274-000,92,2025-08-01
E480346-000,81,2025-08-01
E475763-000,74,2025-08-01
E483466-000,39,2025-08-01
E482259-000,92,2025-08-01
E483546-000,84,2025-08-01
E459568-000,89,2025-08-01
E485162-000,58,2025-08-01
E482299-000,83,2025-08-01
E483294-000,33,2025-08-01
E482951-000,43,2025-08-01
E477869-000,34,2025-08-01
E477653-000,30,2025-08-01
E488860-000,75,2025-08-01
E479184-000,50,2025-08-01
E467242-000,63,2025-08-01
E487538-000,37,2025-08-01
E483329-000,48,2025-08-01
E482942-000,54,2025-08-01
E482443-000,75,2025-08-01
E482937-000,67,2025-08-01
E481931-000,36,2025-08-01
E485455-000,44,2025-08-01
E487477-000,71,2025-08-01
E480343-000,82,2025-08-01
E466374-000,58,2025-08-01
E483924-000,,2025-08-01
E472517-000,63,2025-08-01
E488270-000,88,2025-08-01
E484598-000,86,2025-08-01
E488123-000,86,2025-08-01
E473792-000,23,2025-08-01
E480841-000,71,2025-08-01
E474460-000,94,2025-08-01
E478139-000,53,2025-08-01
E482268-000,48,2025-08-01
E485323-000,28,2025-08-01
E475761-000,43,2025-08-01
E484109-000,45,2025-08-01
E488307-000,28,2025-08-01
E473696-000,14,2025-08-01
E485772-000,52,2025-08-01
E459564-000,21,2025-08-01
E480815-000,32,2025-08-01
E474529-000,22,2025-08-01
E484663-003,56,2025-08-01
E483903-000,45,2025-08-01
E484193-000,54,2025-08-01
E481430-001,29,2025-08-01
E459561-000,13,2025-08-01
E484203-000,48,2025-08-01
E483551-000,43,2025-08-01
E472601-000,56,2025-08-01
E483884-000,18,2025-08-01
E484086-000,26,2025-08-01
E484809-000,17,2025-08-01
E475770-000,27,2025-08-01
E481040-000,45,2025-08-01
E471808-000,17,2025-08-01
E484266-001,28,2025-08-01
E484938-000,21,2025-08-01
E472518-000,33,2025-08-01
E475377-000,39,2025-08-01
E483443-000,37,2025-08-01
E484001-000,24,2025-08-01
E482944-000,40,2025-08-01
E481411-000,52,2025-08-01
INVALID-E485498-000,27,2025-08-01
E486048-000,21,2025-08-01
E471157-000,49,2025-08-01
E485724-000,41,2025-08-01
E470631-000,42,2025-08-01
E482758-000,16,2025-08-01
E470173-000,18,2025-08-01
E482983-000,22,2025-08-01
E457125-000,37,2025-08-01
E484022-000,51,2025-08-01
E482452-000,39,2025-08-01
E478307-000,36,2025-08-01
E485495-000,33,2025-08-01
E474481-000,17,2025-08-01
E475762-000,33,2025-08-01
E459569-000,16,2025-08-01
INVALID-E473319-000,49,2025-08-01
E485735-000,47,2025-08-01
E484276-000,41,2025-08-01
E484110-000,45,2025-08-01
E461415-000,19,2025-08-01
E475800-000,12,2025-08-01
E457575-000,,2025-08-01
E481412-000,43,2025-08-01
E477181-000,25,2025-08-01
E484064-000,51,2025-08-01
E459562-000,,2025-08-01
E461325-000,43,2025-08-01
E485714-000,45,2025-08-01
E483883-000,25,2025-08-01
E457117-000,27,2025-08-01
E476528-000,48,2025-08-01
E483508-000,26,2025-08-01
E484256-000,26,2025-08-01
E485782-000,45,2025-08-01
E483972-000,28,2025-08-01
E485568-000,51,2025-08-01
E484023-000,41,2025-08-01
E488721-000,51,2025-08-01
E482328-000,42,2025-08-01
E484607-000,23,2025-08-01
E485564-000,19,2025-08-01
E485224-000,32,2025-08-01
E485612-000,16,2025-08-01
E485644-000,45,2025-08-01
E482306-000,44,2025-08-01
E484882-000,20,2025-08-01
E470187-000,30,2025-08-01
E451648-000,55,2025-08-01
E479751-000,56,2025-08-01
E484784-000,31,2025-08-01
E486837-000,23,2025-08-01
E457428-000,24,2025-08-01
E482823-000,18,2025-08-01
E479407-000,24,2025-08-01
E483896-000,11,2025-08-01
E485208-000,13,2025-08-01
E482795-000,31,2025-08-01
E484913-000,47,2025-08-01
E482243-000,55,2025-08-01
E482245-000,29,2025-08-01
E485265-000,22,2025-08-01
E484849-000,39,2025-08-01
E484823-000,50,2025-08-01
E478557-000,24,2025-08-01
E484126-000,47,2025-08-01
E482920-000,39,2025-08-01
E482979-000,49,2025-08-01
E458462-000,23,2025-08-01
E484249-000,43,2025-08-01
E461420-000,37,2025-08-01
E482873-000,36,2025-08-01
E481647-000,44,2025-08-01
E479404-000,31,2025-08-01
E483758-000,43,2025-08-01
E484029-000,18,2025-08-01
E482788-000,14,2025-08-01
E485008-001,19,2025-08-01
E480327-000,55,2025-08-01
E484186-000,50,2025-08-01
E475647-000,18,2025-08-01
E484798-001,28,2025-08-01
INVALID-E481646-000,31,2025-08-01
E481004-000,28,2025-08-01
E485473-000,31,2025-08-01
E484244-000,57,2025-08-01
E485675-000,17,2025-08-01
E455942-000,52,2025-08-01
E482466-000,46,2025-08-01
E483002-000,19,2025-08-01
E479208-000,41,2025-08-01
E481641-000,43,2025-08-01
E476853-000,23,2025-08-01
E484403-000,14,2025-08-01
E470182-000,33,2025-08-01
E483960-000,33,2025-08-01
E484398-000,35,2025-08-01
E481649-000,49,2025-08-01
E482483-000,35,2025-08-01
E485269-000,,2025-08-01
E473470-000,35,2025-08-01
INVALID-E484854-000,22,2025-08-01
E486332-000,27,2025-08-01
E485131-000,29,2025-08-01
E476854-000,58,2025-08-01
E479229-000,24,2025-08-01
E484399-000,44,2025-08-01
E483908-000,36,2025-08-01
E480302-000,25,2025-08-01
E485574-000,34,2025-08-01
E483877-000,44,2025-08-01
E483727-000,19,2025-08-01
E482216-000,26,2025-08-01
E483870-000,21,2025-08-01
E484245-000,45,2025-08-01
E484783-000,18,2025-08-01
E482883-000,44,2025-08-01
E487589-000,19,2025-08-01
E485684-000,16,2025-08-01
E484932-000,13,2025-08-01
E479382-000,12,2025-08-01
E482825-000,19,2025-08-01
E483881-000,21,2025-08-01
E481636-000,,2025-08-01
E484080-000,25,2025-08-01
E485557-000,32,2025-08-01
E469871-000,51,2025-08-01
E484246-000,39,2025-08-01
E483807-000,38,2025-08-01
E481616-000,48,2025-08-01
E482969-000,41,2025-08-01
E484402-000,49,2025-08-01
E475346-000,20,2025-08-01
E480159-000,22,2025-08-01
E485744-000,50,2025-08-01
E483548-000,29,2025-08-01
E483810-000,46,2025-08-01
E483819-000,52,2025-08-01
E484339-000,28,2025-08-01
E484662-000,42,2025-08-01
E484167-000,35,2025-08-01
INVALID-E450260-000,20,2025-08-01
E483762-000,22,2025-08-01
E478003-000,21,2025-08-01
E475380-000,20,2025-08-01
E483829-000,35,2025-08-01
E479134-000,47,2025-08-01
E485652-000,28,2025-08-01
E481648-000,42,2025-08-01
E482454-000,35,2025-08-01
E484787-000,26,2025-08-01
E484928-000,43,2025-08-01
E473471-000,17,2025-08-01
E479403-000,30,2025-08-01
E486325-000,23,2025-08-01
E481623-000,14,2025-08-01
E479299-000,28,2025-08-01
E483757-000,38,2025-08-01
E483899-000,45,2025-08-01
E485584-001,28,2025-08-01
E484127-000,49,2025-08-01
E487640-000,29,2025-08-01
E481637-000,12,2025-08-01
E484154-000,48,2025-08-01
E481640-000,35,2025-08-01
E450259-000,36,2025-08-01
E452298-000,35,2025-08-01
E484032-000,57,2025-08-01
E484905-000,42,2025-08-01
E484003-000,41,2025-08-01
E479620-000,38,2025-08-01
E482498-000,15,2025-08-01
INVALID-E481639-000,18,2025-08-01
E463729-000,40,2025-08-01
E483001-000,32,2025-08-01
E481358-000,14,2025-08-01
E478123-000,20,2025-08-01
E484935-000,22,2025-08-01
E481731-000,45,2025-08-01
E456588-000,47,2025-08-01
E484605-000,33,2025-08-01
E484184-000,41,2025-08-01
INVALID-E485750-000,50,2025-08-01
E463730-000,33,2025-08-01
E470008-000,21,2025-08-01
E484604-000,36,2025-08-01
E483910-000,41,2025-08-01
E483822-000,31,2025-08-01
E479071-000,26,2025-08-01
E484934-000,24,2025-08-01
E483832-000,20,2025-08-01
E483999-000,17,2025-08-01
E484209-000,37,2025-08-01
E479073-000,,2025-08-01
E484850-002,47,2025-08-01
E484191-000,39,2025-08-01
E485653-000,29,2025-08-01
E482479-000,14,2025-08-01
E481638-000,18,2025-08-01
E478270-000,17,2025-08-01
E483293-000,21,2025-08-01
E481660-000,51,2025-08-01
E483959-000,22,2025-08-01
E484147-000,40,2025-08-01
E475344-000,29,2025-08-01
E479298-000,14,2025-08-01
E483009-000,47,2025-08-01
E484075-000,16,2025-08-01
E479292-000,50,2025-08-01
E482869-000,56,2025-08-01
E487393-000,43,2025-08-01
E448034-000,29,2025-08-01
E484813-000,54,2025-08-01
E484705-000,33,2025-08-01
E475053-000,46,2025-08-01
INVALID-E483562-000,16,2025-08-01
E484038-000,29,2025-08-01
E450251-000,23,2025-08-01
E482790-000,11,2025-08-01
E481733-000,33,2025-08-01
E482286-000,50,2025-08-01
E483036-000,19,2025-08-01
E453754-000,42,2025-08-01
E477837-000,14,2025-08-01
E483836-000,51,2025-08-01
E447780-000,28,2025-08-01
E484330-000,37,2025-08-01
E473533-000,54,2025-08-01
E468671-000,27,2025-08-01
E478009-000,25,2025-08-01
E455476-000,31,2025-08-01
E479293-000,24,2025-08-01
E483285-000,23,2025-08-01
E480740-000,23,2025-08-01
E482279-000,28,2025-08-01
E482870-000,23,2025-08-01
E485738-000,37,2025-08-01
E479402-000,18,2025-08-01
E484084-000,33,2025-08-01
E484034-000,55,2025-08-01
E456592-000,32,2025-08-01
E482933-000,25,2025-08-01
E485737-000,42,2025-08-01
E488694-000,30,2025-08-01
E482880-000,20,2025-08-01
E485593-000,45,2025-08-01
E483041-000,33,2025-08-01
E484875-000,23,2025-08-01
E485993-000,55,2025-08-01
E473297-000,41,2025-08-01
E477345-000,17,2025-08-01
E485994-000,52,2025-08-01
E484033-000,48,2025-08-01
E483835-000,47,2025-08-01
E489591-000,49,2025-08-01
E462336-000,25,2025-08-01
E488719-000,36,2025-08-01
E488391-000,51,2025-08-01
E484089-000,16,2025-08-01
E477153-000,35,2025-08-01
E484037-000,34,2025-08-01
E485693-000,23,2025-08-01
E484093-000,31,2025-08-01
E475598-000,41,2025-08-01
E484706-000,35,2025-08-01
E473535-000,25,2025-08-01
E484430-000,51,2025-08-01
E485679-000,23,2025-08-01
E484247-000,13,2025-08-01
E478277-000,48,2025-08-01
E483065-000,22,2025-08-01
E484026-000,41,2025-08-01
E486328-000,57,2025-08-01
E484811-000,26,2025-08-01
E483037-000,47,2025-08-01
INVALID-E483042-000,17,2025-08-01
E482815-000,29,2025-08-01
E477177-000,18,2025-08-01
E482281-000,30,2025-08-01
E483831-000,14,2025-08-01
E484610-000,22,2025-08-01
E484855-000,19,2025-08-01
E484136-000,52,2025-08-01
E483764-000,38,2025-08-01
E480739-000,23,2025-08-01
E484150-000,36,2025-08-01
E482887-000,34,2025-08-01
E463820-000,18,2025-08-01
INVALID-E455471-000,48,2025-08-01
E484053-000,16,2025-08-01
E478007-000,14,2025-08-01
E486964-000,41,2025-08-01
E484204-000,18,2025-08-01
E467483-000,33,2025-08-01
E482874-000,50,2025-08-01
INVALID-E483834-000,15,2025-08-01
E484152-000,23,2025-08-01
E477704-000,22,2025-08-01
E469765-000,72,2025-08-01
E479223-000,76,2025-08-01
E479672-000,79,2025-08-01
E465734-000,79,2025-08-01
E465735-000,56,2025-08-01
E485272-000,58,2025-08-01
E471601-000,47,2025-08-01
E483050-000,73,2025-08-01
E481663-000,73,2025-08-01
E481630-000,65,2025-08-01
E481610-000,80,2025-08-01
E484085-000,54,2025-08-01
E481629-000,65,2025-08-01
E485677-000,61,2025-08-01
E484166-000,44,2025-08-01
E486322-000,73,2025-08-01
E470077-000,43,2025-08-01
E450543-000,69,2025-08-01
E481442-000,78,2025-08-01
E481441-000,68,2025-08-01
E478346-000,66,2025-08-01
E478345-000,58,2025-08-01
E486090-001,80,2025-08-01
E483021-001,,2025-08-01
E485184-001,42,2025-08-01
E481862-001,40,2025-08-01
E467379-000,68,2025-08-01
E481830-001,34,2025-08-01
E481772-001,79,2025-08-01
E481748-001,45,2025-08-01
E481745-001,73,2025-08-01
E478421-000,59,2025-08-01
E467376-000,51,2025-08-01
E464515-000,55,2025-08-01
E481764-001,47,2025-08-01
E479597-000,37,2025-08-01
E483129-000,45,2025-08-01
E483127-000,55,2025-08-01
E485616-000,35,2025-08-01
E481796-000,59,2025-08-01
E481792-000,56,2025-08-01
E485322-000,42,2025-08-01
E481790-000,68,2025-08-01
E481788-000,32,2025-08-01
E481787-000,67,2025-08-01
E481786-000,54,2025-08-01
E481887-000,71,2025-08-01
E481886-000,34,2025-08-01
E481885-000,51,2025-08-01
E469617-000,60,2025-08-01
E481780-000,61,2025-08-01
E482045-000,73,2025-08-01
E481797-000,77,2025-08-01
E481794-000,32,2025-08-01
E484993-000,32,2025-08-01
E487999-000,77,2025-08-01
INVALID-E481808-000,47,2025-08-01
E481807-000,38,2025-08-01
E481805-000,78,2025-08-01
E485144-001,70,2025-08-01
E481782-000,40,2025-08-01
E481801-000,68,2025-08-01
E481800-000,43,2025-08-01
E488649-000,49,2025-08-01
E484161-000,65,2025-08-01
E481810-000,45,2025-08-01
E482558-000,157,2025-09-01
E456710-000,97,2025-09-01
E456675-000,179,2025-09-01
E478657-000,51,2025-09-01
E485682-000,148,2025-09-01
E465707-000,17,2025-09-01
E482006-000,167,2025-09-01
E482181-000,57,2025-09-01
E481951-000,18,2025-09-01
E482148-000,17,2025-09-01
E473945-000,74,2025-09-01
E483717-000,183,2025-09-01
E482015-000,71,2025-09-01
E457912-000,,2025-09-01
E464310-000,33,2025-09-01
E456261-000,91,2025-09-01
E473944-000,65,2025-09-01
E481036-000,28,2025-09-01
E485327-000,130,2025-09-01
E481994-000,38,2025-09-01
E480785-000,129,2025-09-01
E483416-000,60,2025-09-01
E485687-000,62,2025-09-01
E482984-000,46,2025-09-01
E474244-000,46,2025-09-01
E482510-000,131,2025-09-01
E482514-000,111,2025-09-01
E454312-000,48,2025-09-01
E457517-000,38,2025-09-01
E487772-000,81,2025-09-01
E480054-000,46,2025-09-01
E474592-000,67,2025-09-01
E454315-000,134,2025-09-01
E465755-000,112,2025-09-01
E454311-000,188,2025-09-01
E483281-000,79,2025-09-01
E482155-000,87,2025-09-01
E483412-000,60,2025-09-01
E474832-000,116,2025-09-01
E487905-000,122,2025-09-01
E474008-000,70,2025-09-01
E483426-000,80,2025-09-01
E439341-000,72,2025-09-01
E482701-000,31,2025-09-01
E478965-000,109,2025-09-01
E482697-000,81,2025-09-01
E481965-000,120,2025-09-01
E469996-000,71,2025-09-01
E474698-000,167,2025-09-01
E482602-000,174,2025-09-01
E481091-000,107,2025-09-01
E465193-000,66,2025-09-01
E460431-000,30,2025-09-01
E482604-000,158,2025-09-01
E484508-000,83,2025-09-01
E485004-000,108,2025-09-01
E471968-000,152,2025-09-01
E485006-000,82,2025-09-01
E481978-000,34,2025-09-01
E452029-000,71,2025-09-01
E464384-000,123,2025-09-01
E480902-000,35,2025-09-01
E462220-000,90,2025-09-01
E485173-000,117,2025-09-01
E482732-000,95,2025-09-01
E476968-000,106,2025-09-01
E471972-000,105,2025-09-01
E482611-000,201,2025-09-01
E482638-000,111,2025-09-01
E484406-000,54,2025-09-01
E477074-000,115,2025-09-01
E464284-000,112,2025-09-01
E482633-000,126,2025-09-01
E474213-000,118,2025-09-01
E480893-000,152,2025-09-01
E471951-000,61,2025-09-01
E465185-000,59,2025-09-01
E481966-000,97,2025-09-01
E487505-000,29,2025-09-01
E485200-000,111,2025-09-01
E470960-000,105,2025-09-01
E479547-000,90,2025-09-01
E485007-000,179,2025-09-01
E471947-000,80,2025-09-01
E478610-000,119,2025-09-01
E479502-000,82,2025-09-01
E480908-000,,2025-09-01
E457288-000,69,2025-09-01
E480704-000,125,2025-09-01
E485003-000,79,2025-09-01
E441897-000,34,2025-09-01
E467421-000,81,2025-09-01
E480280-000,74,2025-09-01
E467322-000,87,2025-09-01
INVALID-E482683-000,109,2025-09-01
E482606-000,107,2025-09-01
E485171-000,152,2025-09-01
E471955-000,160,2025-09-01
E462216-000,127,2025-09-01
E481983-000,52,2025-09-01
E480911-000,110,2025-09-01
E457267-000,95,2025-09-01
INVALID-E479503-000,113,2025-09-01
E465163-000,91,2025-09-01
E482620-000,70,2025-09-01
E485005-000,77,2025-09-01
E485300-000,50,2025-09-01
E482699-000,115,2025-09-01
E484792-000,43,2025-09-01
E482693-000,140,2025-09-01
E485002-000,102,2025-09-01
E482000-000,96,2025-09-01
E487650-000,115,2025-09-01
E462233-000,79,2025-09-01
E477076-000,86,2025-09-01
E481980-000,160,2025-09-01
E471954-000,97,2025-09-01
E482303-000,56,2025-09-01
E475367-000,20,2025-09-01
E482982-000,174,2025-09-01
E484091-000,53,2025-09-01
E483755-000,116,2025-09-01
E478628-000,25,2025-09-01
E484603-000,64,2025-09-01
E469742-000,183,2025-09-01
E461013-000,37,2025-09-01
E478637-000,11,2025-09-01
E479194-000,102,2025-09-01
E478652-000,133,2025-09-01
E483568-000,11,2025-09-01
E478634-000,164,2025-09-01
E485558-000,143,2025-09-01
E469836-000,90,2025-09-01
E482652-000,65,2025-09-01
E484088-000,88,2025-09-01
E482662-000,15,2025-09-01
E482010-000,70,2025-09-01
INVALID-E485711-000,102,2025-09-01
E484958-000,144,2025-09-01
E485031-000,57,2025-09-01
E483510-000,104,2025-09-01
E482330-000,82,2025-09-01
INVALID-E481081-000,106,2025-09-01
E479538-000,,2025-09-01
E480845-000,19,2025-09-01
E487669-000,80,2025-09-01
E483408-000,104,2025-09-01
E479467-000,162,2025-09-01
E484228-000,58,2025-09-01
E483340-000,118,2025-09-01
E465189-000,24,2025-09-01
E484920-000,118,2025-09-01
E483327-000,59,2025-09-01
E482659-000,75,2025-09-01
E483295-000,110,2025-09-01
E465112-000,71,2025-09-01
E484897-000,93,2025-09-01
E482716-000,125,2025-09-01
E483395-000,209,2025-09-01
E428755-000,109,2025-09-01
E484939-000,120,2025-09-01
E485610-000,71,2025-09-01
E473985-000,48,2025-09-01
E483407-000,93,2025-09-01
E480966-000,72,2025-09-01
E479525-000,48,2025-09-01
E484830-000,64,2025-09-01
E480861-000,54,2025-09-01
E483523-000,49,2025-09-01
E485717-000,36,2025-09-01
E482197-000,68,2025-09-01
E487386-000,33,2025-09-01
E485332-000,36,2025-09-01
E483368-000,63,2025-09-01
E484217-000,25,2025-09-01
E480345-000,56,2025-09-01
E483376-000,42,2025-09-01
E483674-000,16,2025-09-01
E483711-000,49,2025-09-01
E485253-000,54,2025-09-01
E483436-000,64,2025-09-01
E485490-000,71,2025-09-01
E484768-000,49,2025-09-01
E486830-000,21,2025-09-01
E483666-000,67,2025-09-01
E483683-000,77,2025-09-01
E489414-000,58,2025-09-01
E486152-000,75,2025-09-01
E484505-000,64,2025-09-01
E482989-000,70,2025-09-01
E484065-000,55,2025-09-01
E474175-000,64,2025-09-01
E464390-000,43,2025-09-01
E483507-000,75,2025-09-01
E484721-000,76,2025-09-01
E482172-000,26,2025-09-01
E484208-000,36,2025-09-01
E427917-000,74,2025-09-01
E484457-000,23,2025-09-01
E485739-000,60,2025-09-01
E482648-000,49,2025-09-01
E484824-000,44,2025-09-01
E484959-000,33,2025-09-01
E479488-000,62,2025-09-01
E482973-000,71,2025-09-01
E485575-000,65,2025-09-01
E481583-000,86,2025-09-01
E475376-000,60,2025-09-01
E465751-000,80,2025-09-01
E484079-000,36,2025-09-01
E482646-000,36,2025-09-01
E483458-000,81,2025-09-01
E473968-000,39,2025-09-01
E465760-000,46,2025-09-01
E480411-000,60,2025-09-01
E482301-000,80,2025-09-01
E483409-000,40,2025-09-01
E483536-000,41,2025-09-01
E483521-000,75,2025-09-01
E481582-000,61,2025-09-01
E465187-000,41,2025-09-01
E485799-000,86,2025-09-01
E483396-000,92,2025-09-01
E477654-000,88,2025-09-01
E482980-000,44,2025-09-01
E424873-000,89,2025-09-01
E480059-000,66,2025-09-01
E481224-000,74,2025-09-01
E475827-000,40,2025-09-01
E483996-000,85,2025-09-01
E484226-000,32,2025-09-01
E478212-000,84,2025-09-01
E462191-000,92,2025-09-01
E483913-000,61,2025-09-01
E485178-000,68,2025-09-01
E465203-000,73,2025-09-01
E473970-000,53,2025-09-01
E475378-000,57,2025-09-01
E485025-000,28,2025-09-01
E487668-000,88,2025-09-01
E482978-000,48,2025-09-01
INVALID-E484931-000,36,2025-09-01
E484353-000,57,2025-09-01
E479487-000,54,2025-09-01
E480971-000,87,2025-09-01
E483428-000,28,2025-09-01
E458325-000,60,2025-09-01
E485251-000,54,2025-09-01
E484047-000,44,2025-09-01
E484846-000,69,2025-09-01
E483430-000,80,2025-09-01
E484066-000,28,2025-09-01
E483576-000,78,2025-09-01
E439661-000,74,2025-09-01
E483461-000,60,2025-09-01
E487277-000,70,2025-09-01
E487962-000,50,2025-09-01
E483912-000,42,2025-09-01
E464392-000,42,2025-09-01
E488734-000,44,2025-09-01
E488254-000,38,2025-09-01
E457122-000,76,2025-09-01
E484492-000,92,2025-09-01
E486141-000,71,2025-09-01
E487568-000,76,2025-09-01
E488046-000,66,2025-09-01
E486157-000,52,2025-09-01
E476997-000,32,2025-09-01
E488735-000,74,2025-09-01
E487966-000,40,2025-09-01
E487574-000,61,2025-09-01
E485487-000,33,2025-09-01
E484485-000,52,2025-09-01
E457130-000,58,2025-09-01
E486162-000,70,2025-09-01
E487572-000,63,2025-09-01
E457129-000,61,2025-09-01
E485071-000,63,2025-09-01
E485347-000,59,2025-09-01
E488250-000,57,2025-09-01
E485077-000,49,2025-09-01
E484778-000,73,2025-09-01
E488257-000,86,2025-09-01
E457124-000,73,2025-09-01
E488733-000,83,2025-09-01
E487573-000,61,2025-09-01
E486149-000,95,2025-09-01
E484463-000,40,2025-09-01
E487992-000,97,2025-09-01
E487558-000,44,2025-09-01
E457857-000,65,2025-09-01
E487564-000,67,2025-09-01
E482773-000,63,2025-09-01
E487571-000,39,2025-09-01
E488256-000,82,2025-09-01
E487560-000,73,2025-09-01
E476355-000,59,2025-09-01
E484478-000,55,2025-09-01
E485467-000,50,2025-09-01
E484503-000,55,2025-09-01
E488262-000,49,2025-09-01
E482971-000,56,2025-09-01
E480850-000,40,2025-09-01
E487922-000,50,2025-09-01
E485743-000,37,2025-09-01
E488260-000,92,2025-09-01
E487570-000,86,2025-09-01
E488928-000,,2025-09-01
E485667-000,58,2025-09-01
E487566-000,65,2025-09-01
E480414-000,71,2025-09-01
E487807-000,22,2025-09-01
E488258-000,73,2025-09-01
E455388-000,43,2025-09-01
E485223-000,37,2025-09-01
E473791-000,34,2025-09-01
E466377-000,54,2025-09-01
E457126-000,42,2025-09-01
E481413-000,38,2025-09-01
E465491-000,91,2025-09-01
E485454-000,63,2025-09-01
E475547-000,45,2025-09-01
E472520-000,60,2025-09-01
E455365-000,66,2025-09-01
E482816-000,43,2025-09-01
E483890-000,80,2025-09-01
E468496-000,34,2025-09-01
E488197-000,68,2025-09-01
E480814-000,42,2025-09-01
E482085-000,38,2025-09-01
E483970-000,59,2025-09-01
E477868-000,80,2025-09-01
E472519-000,58,2025-09-01
E488269-000,59,2025-09-01
E466168-000,71,2025-09-01
E484073-000,47,2025-09-01
E457118-000,34,2025-09-01
E485446-000,72,2025-09-01
E479182-000,42,2025-09-01
E433776-000,21,2025-09-01
E487908-000,81,2025-09-01
E449753-000,51,2025-09-01
E484929-001,81,2025-09-01
E473177-000,69,2025-09-01
E484924-000,78,2025-09-01
E465761-000,54,2025-09-01
E459567-000,40,2025-09-01
